ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
MM,,,,,8.46,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(121) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,8.29,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(120) Filologie</b><br/>Limba română
MM,,,,,8.24,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(119) Filologie</b><br/>Limba română
MM,,,,,6.69,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(118) Filologie</b><br/>Limba română
MM,,,,,8.56,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(117) Filologie</b><br/>Limba română
MM,,,,,8.90,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(122) Filologie</b><br/>Limba română
MM,,,,,9.12,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(123) Matematică-Informatică</b><br/>Limba română
MM,,,,,9.22,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,9.46,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(124) Matematică-Informatică</b><br/>Limba română
MM,,,,,8.79,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(112) Matematică-Informatică</b><br/>Limba română
MM,,,,,8.83,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(114) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,9.06,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(113) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,6.29,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(136) Industrie alimentară</b><br/>Limba română
MM,,,,,6.56,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(137) Protecţia mediului</b><br/>Limba română
MM,,,,,6.10,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Silvicultură</b><br/>Limba română
MM,,,,,5.53,,,,,,,"<b>COLEGIUL TEHNIC ""AUREL VLAICU"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(134) Mecanică</b><br/>Limba română
MM,,,,,7.57,,,,,,,"<b>COLEGIUL ECONOMIC ""NICOLAE TITULESCU"" BAIA MARE</b><br/>Servicii/Liceal/Zi",<b>(104) Economic</b><br/>Limba română
MM,,,,,7.33,,,,,,,"<b>COLEGIUL ECONOMIC ""NICOLAE TITULESCU"" BAIA MARE</b><br/>Servicii/Liceal/Zi",<b>(105) Turism şi alimentaţie</b><br/>Limba română
MM,,,,,7.76,,,,,,,"<b>COLEGIUL NATIONAL PEDAGOGIC ""REGELE FERDINAND"" SIGHETU MARMATIEI</b><br/>Umanist/Liceal/Zi",<b>(127) Filologie</b><br/>Limba română
MM,,,,,5.13,,,,,,,"<b>LICEUL TEORETIC ""LEOWEY KLARA"" SIGHETU MARMATIEI</b><br/>Real/Liceal/Zi",<b>(186) Ştiinţe ale Naturii</b><br/>Limba maghiară
MM,,,,,6.64,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Servicii/Liceal/Zi",<b>(155) Comerţ</b><br/>Limba română
MM,,,,,7.00,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Servicii/Liceal/Zi",<b>(156) Economic</b><br/>Limba română
MM,,,,,6.54,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Tehnic/Liceal/Zi",<b>(157) Electronică automatizări</b><br/>Limba română
MM,,,,,6.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Tehnic/Liceal/Zi",<b>(158) Industrie textilă şi pielărie</b><br/>Limba română
MM,,,,,6.54,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(159) Protecţia mediului</b><br/>Limba română
MM,,,,,6.91,,,,,,,"<b>LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI</b><br/>Servicii/Liceal/Zi",<b>(160) Turism şi alimentaţie</b><br/>Limba română
MM,,,,,6.49,,,,,,,<b>LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI</b><br/>Tehnic/Liceal/Zi,<b>(168) Electric</b><br/>Limba română
MM,,,,,6.01,,,,,,,<b>LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI</b><br/>Tehnic/Liceal/Zi,<b>(169) Fabricarea produselor din lemn</b><br/>Limba română
MM,,,,,6.19,,,,,,,<b>LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(170) Protecţia mediului</b><br/>Limba română
MM,,,,,6.04,,,,,,,<b>LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(171) Silvicultură</b><br/>Limba română
MM,,,,,6.56,,,,,,,<b>LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI</b><br/>Servicii/Liceal/Zi,<b>(173) Turism şi alimentaţie</b><br/>Limba română
MM,,,,,4.76,,,,,,,"<b>LICEUL PEDAGOGIC ""TARAS SEVCENKO"" SIGHETU MARMATIEI</b><br/>Umanist/Liceal/Zi",<b>(150) Filologie</b><br/>Limba ucraineană
MM,,,,,8.17,,,,,,,"<b>COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI</b><br/>Umanist/Liceal/Zi",<b>(107) Filologie</b><br/>Limba română
MM,,,,,8.77,,,,,,,"<b>COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba română
MM,,,,,8.85,,,,,,,"<b>COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,7.90,,,,,,,"<b>COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,8.11,,,,,,,"<b>COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba română
MM,,,,,5.25,,,,,,,<b>LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO BAIA SPRIE</b><br/>Umanist/Liceal/Zi,<b>(167) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,5.10,,,,,,,<b>LICEUL BORSA</b><br/>Servicii/Liceal/Zi,<b>(140) Comerţ</b><br/>Limba română
MM,,,,,7.89,,,,,,,<b>LICEUL BORSA</b><br/>Servicii/Liceal/Zi,<b>(141) Economic</b><br/>Limba română
MM,,,,,7.28,,,,,,,<b>LICEUL BORSA</b><br/>Umanist/Liceal/Zi,<b>(142) Filologie</b><br/>Limba română
MM,,,,,6.15,,,,,,,<b>LICEUL BORSA</b><br/>Real/Liceal/Zi,<b>(143) Matematică-Informatică</b><br/>Limba română
MM,,,,,4.58,,,,,,,<b>LICEUL BORSA</b><br/>Tehnic/Liceal/Zi,<b>(144) Mecanică</b><br/>Limba română
MM,,,,,5.23,,,,,,,<b>LICEUL BORSA</b><br/>Servicii/Liceal/Zi,<b>(145) Turism şi alimentaţie</b><br/>Limba română
MM,,,,,5.38,,,,,,,<b>LICEUL BORSA</b><br/>Real/Liceal/Zi,<b>(147) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,6.44,,,,,,,<b>LICEUL BORSA</b><br/>Umanist/Liceal/Zi,<b>(148) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,4.49,,,,,,,"<b>COLEGIUL ECONOMIC ""PINTEA VITEAZUL"" CAVNIC</b><br/>Umanist/Liceal/Zi",<b>(106) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,4.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE C MOISIL"" TARGU LAPUS</b><br/>Servicii/Liceal/Zi",<b>(153) Economic</b><br/>Limba română
MM,,,,,3.74,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE C MOISIL"" TARGU LAPUS</b><br/>Tehnic/Liceal/Zi",<b>(154) Mecanică</b><br/>Limba română
MM,,,,,5.31,,,,,,,"<b>LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS</b><br/>Umanist/Liceal/Zi",<b>(190) Filologie</b><br/>Limba română
MM,,,,,6.80,,,,,,,"<b>LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS</b><br/>Real/Liceal/Zi",<b>(191) Matematică-Informatică</b><br/>Limba română
MM,,,,,6.65,,,,,,,"<b>LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS</b><br/>Real/Liceal/Zi",<b>(192) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,5.09,,,,,,,"<b>LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS</b><br/>Umanist/Liceal/Zi",<b>(193) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,7.03,,,,,,,"<b>LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS</b><br/>Servicii/Liceal/Zi",<b>(176) Economic</b><br/>Limba română
MM,,,,,7.04,,,,,,,"<b>LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS</b><br/>Umanist/Liceal/Zi",<b>(177) Filologie</b><br/>Limba română
MM,,,,,5.73,,,,,,,"<b>LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS</b><br/>Real/Liceal/Zi",<b>(178) Matematică-Informatică</b><br/>Limba română
MM,,,,,6.02,,,,,,,"<b>LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS</b><br/>Real/Liceal/Zi",<b>(179) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,3.48,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXIU BERINDE"" SEINI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(165) Agricultură</b><br/>Limba română
MM,,,,,5.92,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXIU BERINDE"" SEINI</b><br/>Servicii/Liceal/Zi",<b>(166) Economic</b><br/>Limba română
MM,,,,,3.08,,,,,,,"<b>LICEUL TEORETIC ""IOAN BUTEANU"" SOMCUTA MARE</b><br/>Umanist/Liceal/Zi",<b>(184) Filologie</b><br/>Limba română
MM,,,,,5.05,,,,,,,"<b>LICEUL TEORETIC ""IOAN BUTEANU"" SOMCUTA MARE</b><br/>Real/Liceal/Zi",<b>(185) Matematică-Informatică</b><br/>Limba română
MM,,,,,3.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""DR. FLORIAN ULMEANU"" ULMENI</b><br/>Tehnic/Liceal/Zi",<b>(152) Mecanică</b><br/>Limba română
MM,,,,,3.59,,,,,,,"<b>LICEUL TEORETIC ""GEORGE POP DE BASESTI"" VISEU DE SUS</b><br/>Umanist/Liceal/Zi",<b>(197) Filologie</b><br/>Limba română
MM,,,,,4.43,,,,,,,"<b>LICEUL TEORETIC ""GEORGE POP DE BASESTI"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(196) Filologie</b><br/>Limba română
MM,,,,,,,,,,,,"<b>LICEUL TEORETIC ""GEORGE POP DE BASESTI"" TARGU LAPUS</b><br/>Umanist/Liceal/Zi",<b>(198) Filologie</b><br/>Limba română
MM,,,,,4.08,,,,,,,"<b>LICEUL TEORETIC ""GEORGE POP DE BASESTI"" ULMENI</b><br/>Umanist/Liceal/Zi",<b>(199) Filologie</b><br/>Limba română
MH,,,,,2.49,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE IONESCU ȘIȘEȘTI""</b><br/>Real/Liceal/Zi",<b>(160) Matematică-Informatică</b><br/>Limba română
MH,,,,,5.17,,,,,,,"<b>LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""</b><br/>Servicii/Liceal/Zi",<b>(151) Estetica şi igiena corpului omenesc</b><br/>Limba română
MH,,,,,4.89,,,,,,,"<b>LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(153) Protecţia mediului</b><br/>Limba română
MH,,,,,7.58,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.68,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Umanist/Liceal/Zi",<b>(119) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,7.74,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Umanist/Liceal/Zi",<b>(116) Filologie</b><br/>Limba română
MH,,,,,7.96,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
MH,,,,,8.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
MH,,,,,8.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(105) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,7.70,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(106) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,8.34,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(102) Filologie</b><br/>Limba română
MH,,,,,8.83,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
MH,,,,,6.46,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(112) Comerţ</b><br/>Limba română
MH,,,,,6.60,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(113) Economic</b><br/>Limba română
MH,,,,,6.49,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(114) Turism şi alimentaţie</b><br/>Limba română
MH,,,,,8.54,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.68,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,8.58,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Umanist/Liceal/Zi",<b>(107) Filologie</b><br/>Limba română
MH,,,,,9.11,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.51,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,5.37,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(139) Electric</b><br/>Limba română
MH,,,,,4.43,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(140) Fabricarea produselor din lemn</b><br/>Limba română
MH,,,,,5.16,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Real/Liceal/Zi",<b>(141) Matematică-Informatică</b><br/>Limba română
MH,,,,,3.10,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(142) Mecanică</b><br/>Limba română
MH,,,,,6.06,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(143) Protecţia mediului</b><br/>Limba română
MH,,,,,3.46,,,,,,,<b>LICEUL DE TRANSPORTURI AUTO</b><br/>Tehnic/Liceal/Zi,<b>(127) Electric</b><br/>Limba română
MH,,,,,2.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""TUDOR VLADIMIRESCU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(133) Industrie alimentară</b><br/>Limba română
MH,,,,,5.63,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Tehnic/Liceal/Zi",<b>(120) Electric</b><br/>Limba română
MH,,,,,3.50,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Real/Liceal/Zi",<b>(121) Matematică-Informatică</b><br/>Limba română
MH,,,,,4.18,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Tehnic/Liceal/Zi",<b>(122) Mecanică</b><br/>Limba română
MH,,,,,7.16,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Real/Liceal/Zi",<b>(123) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,6.53,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(161) Matematică-Informatică</b><br/>Limba română
MH,,,,,4.02,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(164) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,7.38,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Umanist/Liceal/Zi",<b>(165) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,7.02,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(162) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.66,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Umanist/Liceal/Zi",<b>(166) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,,,,,,,,"<b>LICEUL TEHNOLOGIC „DIERNA""</b><br/>Tehnic/Liceal/Zi",<b>(144) Electronică automatizări</b><br/>Limba română
MH,,,,,4.96,,,,,,,"<b>LICEUL TEHNOLOGIC „DIERNA""</b><br/>Servicii/Liceal/Zi",<b>(147) Turism şi alimentaţie</b><br/>Limba română
MH,,,,,4.47,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Tehnic/Liceal/Zi",<b>(128) Electric</b><br/>Limba română
MH,,,,,6.84,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Umanist/Liceal/Zi",<b>(129) Filologie</b><br/>Limba română
MH,,,,,5.78,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Real/Liceal/Zi",<b>(130) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.91,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Tehnic/Liceal/Zi",<b>(131) Mecanică</b><br/>Limba română
MH,,,,,6.46,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Umanist/Liceal/Zi",<b>(155) Filologie</b><br/>Limba română
MH,,,,,2.96,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Real/Liceal/Zi",<b>(156) Matematică-Informatică</b><br/>Limba română
MH,,,,,3.53,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Real/Liceal/Zi",<b>(158) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,6.27,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Umanist/Liceal/Zi,<b>(168) Filologie</b><br/>Limba română
MH,,,,,3.61,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Real/Liceal/Zi,<b>(169) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.50,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Real/Liceal/Zi,<b>(170) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,2.87,,,,,,,<b>LICEUL TEHNOLOGIC HALÂNGA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(136) Agricultură</b><br/>Limba română
MH,,,,,3.02,,,,,,,"<b>LICEUL TEHNOLOGIC „DOMNUL TUDOR""</b><br/>Tehnic/Liceal/Zi",<b>(149) Electronică automatizări</b><br/>Limba română
MH,,,,,5.76,,,,,,,"<b>LICEUL TEHNOLOGIC „DOMNUL TUDOR""</b><br/>Real/Liceal/Zi",<b>(150) Matematică-Informatică</b><br/>Limba română
MS,,,,,4.66,,,,,,,"<b>LICEUL TEORETIC ""SAMUIL MICU"" SĂRMAȘU</b><br/>Real/Liceal/Zi",<b>(217) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,5.72,,,,,,,"<b>LICEUL TEORETIC ""SAMUIL MICU"" SĂRMAȘU</b><br/>Umanist/Liceal/Zi",<b>(218) Filologie</b><br/>Limba română
MS,,,,,4.49,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE</b><br/>Real/Liceal/Zi",<b>(219) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,5.31,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE</b><br/>Umanist/Liceal/Zi",<b>(220) Filologie</b><br/>Limba maghiară
MS,,,,,3.99,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE</b><br/>Umanist/Liceal/Zi",<b>(221) Filologie</b><br/>Limba română
MS,,,,,5.36,,,,,,,"<b>LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI</b><br/>Real/Liceal/Zi",<b>(215) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,4.51,,,,,,,"<b>LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI</b><br/>Umanist/Liceal/Zi",<b>(216) Filologie</b><br/>Limba maghiară
MS,,,,,6.54,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(159) Electronică automatizări</b><br/>Limba română
MS,,,,,7.00,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(160) Electronică automatizări</b><br/>Limba maghiară
MS,,,,,6.59,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(161) Electronică automatizări</b><br/>Limba maghiară
MS,,,,,6.04,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(162) Electric</b><br/>Limba română
MS,,,,,6.61,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(163) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,7.23,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(164) Turism şi alimentaţie</b><br/>Limba maghiară
MS,,,,,7.08,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(165) Economic</b><br/>Limba maghiară
MS,,,,,4.78,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi","<b>(175) Construcţii, instalaţii şi lucrări publice</b><br/>Limba maghiară"
MS,,,,,4.81,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(172) Chimie industrială</b><br/>Limba română
MS,,,,,4.63,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(173) Producţie media</b><br/>Limba română
MS,,,,,5.08,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(174) Protecţia mediului</b><br/>Limba maghiară
MS,,,,,8.55,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(124) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.46,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.25,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(126) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,7.79,,,,,,,<b>LICEUL VOCAȚIONAL REFORMAT TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi,<b>(123) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,7.61,,,,,,,"<b>COLEGIUL ECONOMIC ""TRANSILVANIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(149) Turism şi alimentaţie</b><br/>Limba română
