ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
BN,,,,,7.61,,,,,,,"<b>COLEGIUL TEHNIC ""INFOEL"" BISTRIȚA</b><br/>Real/Liceal/Zi",<b>(127) Matematică-Informatică</b><br/>Limba română
BN,,,,,5.60,,,,,,,<b>LICEUL TEHNOLOGIC AGRICOL BISTRIȚA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(149) Agricultură</b><br/>Limba română
BN,,,,,5.54,,,,,,,<b>LICEUL TEHNOLOGIC AGRICOL BISTRIȚA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(150) Protecţia mediului</b><br/>Limba română
BN,,,,,5.61,,,,,,,<b>LICEUL TEHNOLOGIC DE SERVICII BISTRIȚA</b><br/>Servicii/Liceal/Zi,<b>(152) Estetica şi igiena corpului omenesc</b><br/>Limba română
BN,,,,,5.89,,,,,,,<b>LICEUL TEHNOLOGIC DE SERVICII BISTRIȚA</b><br/>Servicii/Liceal/Zi,<b>(153) Turism şi alimentaţie</b><br/>Limba română
BN,,,,,7.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN</b><br/>Servicii/Liceal/Zi",<b>(119) Economic</b><br/>Limba română
BN,,,,,8.67,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN</b><br/>Real/Liceal/Zi",<b>(120) Matematică-Informatică</b><br/>Limba română
BN,,,,,7.54,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN</b><br/>Real/Liceal/Zi",<b>(121) Ştiinţe ale Naturii</b><br/>Limba română
BN,,,,,7.18,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN</b><br/>Umanist/Liceal/Zi",<b>(122) Filologie</b><br/>Limba română
BN,,,,,6.77,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN</b><br/>Umanist/Liceal/Zi",<b>(123) Ştiinţe Sociale</b><br/>Limba română
BN,,,,,5.45,,,,,,,"<b>LICEUL TEHNOLOGIC ""HENRI COANDĂ"" BECLEAN</b><br/>Servicii/Liceal/Zi",<b>(144) Economic</b><br/>Limba română
BN,,,,,5.18,,,,,,,<b>LICEUL TEHNOLOGIC AGRICOL BECLEAN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(147) Agricultură</b><br/>Limba română
BN,,,,,4.76,,,,,,,<b>LICEUL TEHNOLOGIC AGRICOL BECLEAN</b><br/>Tehnic/Liceal/Zi,<b>(148) Mecanică</b><br/>Limba română
BN,,,,,6.33,,,,,,,<b>LICEUL ECONOMIC NĂSĂUD</b><br/>Servicii/Liceal/Zi,<b>(136) Comerţ</b><br/>Limba română
BN,,,,,6.27,,,,,,,<b>LICEUL ECONOMIC NĂSĂUD</b><br/>Servicii/Liceal/Zi,<b>(137) Economic</b><br/>Limba română
BN,,,,,6.15,,,,,,,<b>LICEUL ECONOMIC NĂSĂUD</b><br/>Servicii/Liceal/Zi,<b>(139) Turism şi alimentaţie</b><br/>Limba română
BN,,,,,8.39,,,,,,,"<b>COLEGIUL NAȚIONAL ""GEORGE COȘBUC"" NĂSĂUD</b><br/>Real/Liceal/Zi",<b>(110) Matematică-Informatică</b><br/>Limba română
BN,,,,,7.60,,,,,,,"<b>COLEGIUL NAȚIONAL ""GEORGE COȘBUC"" NĂSĂUD</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba română
BN,,,,,7.34,,,,,,,"<b>COLEGIUL NAȚIONAL ""GEORGE COȘBUC"" NĂSĂUD</b><br/>Umanist/Liceal/Zi",<b>(112) Filologie</b><br/>Limba română
BN,,,,,5.61,,,,,,,"<b>LICEUL SILVIC ""TRANSILVANIA"" NĂSĂUD</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(140) Silvicultură</b><br/>Limba română
BN,,,,,5.82,,,,,,,"<b>LICEUL TEORETIC ""SOLOMON HALIȚĂ"" SÂNGEORZ-BĂI</b><br/>Servicii/Liceal/Zi",<b>(161) Economic</b><br/>Limba română
BN,,,,,8.31,,,,,,,"<b>LICEUL TEORETIC ""SOLOMON HALIȚĂ"" SÂNGEORZ-BĂI</b><br/>Real/Liceal/Zi",<b>(162) Matematică-Informatică</b><br/>Limba română
BN,,,,,7.21,,,,,,,"<b>LICEUL TEORETIC ""SOLOMON HALIȚĂ"" SÂNGEORZ-BĂI</b><br/>Real/Liceal/Zi",<b>(163) Ştiinţe ale Naturii</b><br/>Limba română
BN,,,,,6.32,,,,,,,"<b>LICEUL TEORETIC ""SOLOMON HALIȚĂ"" SÂNGEORZ-BĂI</b><br/>Umanist/Liceal/Zi",<b>(164) Filologie</b><br/>Limba română
BN,,,,,5.44,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION CĂIAN ROMÂNUL"" CĂIANU MIC</b><br/>Servicii/Liceal/Zi",<b>(145) Economic</b><br/>Limba română
BN,,,,,5.13,,,,,,,<b>LICEUL TEHNOLOGIC FELDRU</b><br/>Tehnic/Liceal/Zi,<b>(154) Mecanică</b><br/>Limba română
BN,,,,,4.35,,,,,,,<b>LICEUL TEHNOLOGIC LECHINȚA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(155) Agricultură</b><br/>Limba română
BN,,,,,5.26,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MAIERU</b><br/>Servicii/Liceal/Zi",<b>(146) Economic</b><br/>Limba română
BN,,,,,5.53,,,,,,,"<b>LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BÂRGĂULUI</b><br/>Real/Liceal/Zi",<b>(158) Matematică-Informatică</b><br/>Limba română
BN,,,,,6.22,,,,,,,"<b>LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BÂRGĂULUI</b><br/>Real/Liceal/Zi",<b>(159) Ştiinţe ale Naturii</b><br/>Limba română
BN,,,,,6.79,,,,,,,"<b>LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BÂRGĂULUI</b><br/>Umanist/Liceal/Zi",<b>(160) Filologie</b><br/>Limba română
BN,,,,,3.97,,,,,,,"<b>LICEUL TEHNOLOGIC ""FLORIAN PORCIUS"" RODNA</b><br/>Real/Liceal/Zi",<b>(141) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,5.65,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE MOISIL""</b><br/>Tehnic/Liceal/Zi",<b>(136) Electric</b><br/>Limba română
BR,,,,,5.49,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE MOISIL""</b><br/>Tehnic/Liceal/Zi",<b>(137) Fabricarea produselor din lemn</b><br/>Limba română
BR,,,,,6.19,,,,,,,"<b>LICEUL TEHNOLOGIC ""PANAIT ISTRATI"" BRĂILA</b><br/>Tehnic/Liceal/Zi",<b>(145) Electric</b><br/>Limba română
BR,,,,,6.06,,,,,,,"<b>LICEUL TEHNOLOGIC ""PANAIT ISTRATI"" BRĂILA</b><br/>Tehnic/Liceal/Zi",<b>(148) Mecanică</b><br/>Limba română
BR,,,,,6.80,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIŢESCU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(119) Protecţia mediului</b><br/>Limba română
BR,,,,,6.77,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIŢESCU""</b><br/>Servicii/Liceal/Zi",<b>(120) Turism şi alimentaţie</b><br/>Limba română
BR,,,,,7.25,,,,,,,"<b>COLEGIUL ECONOMIC ""ION GHICA""</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
BR,,,,,7.29,,,,,,,"<b>COLEGIUL ECONOMIC ""ION GHICA""</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
BR,,,,,7.34,,,,,,,"<b>COLEGIUL ECONOMIC ""ION GHICA""</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
BR,,,,,8.05,,,,,,,"<b>LICEUL TEORETIC ""PANAIT CERNA""</b><br/>Umanist/Liceal/Zi",<b>(160) Filologie</b><br/>Limba română
BR,,,,,8.09,,,,,,,"<b>LICEUL TEORETIC ""PANAIT CERNA""</b><br/>Real/Liceal/Zi",<b>(161) Matematică-Informatică</b><br/>Limba română
BR,,,,,8.03,,,,,,,"<b>LICEUL TEORETIC ""PANAIT CERNA""</b><br/>Real/Liceal/Zi",<b>(162) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,8.22,,,,,,,"<b>LICEUL TEORETIC ""PANAIT CERNA""</b><br/>Umanist/Liceal/Zi",<b>(163) Ştiinţe Sociale</b><br/>Limba română
BR,,,,,5.77,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE K.CONSTANTINESCU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(133) Agricultură</b><br/>Limba română
BR,,,,,6.19,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE K.CONSTANTINESCU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(134) Industrie alimentară</b><br/>Limba română
BR,,,,,8.66,,,,,,,"<b>COLEGIUL NAŢIONAL ""NICOLAE BĂLCESCU""</b><br/>Umanist/Liceal/Zi",<b>(110) Filologie</b><br/>Limba română
BR,,,,,8.47,,,,,,,"<b>COLEGIUL NAŢIONAL ""NICOLAE BĂLCESCU""</b><br/>Real/Liceal/Zi",<b>(111) Matematică-Informatică</b><br/>Limba română
BR,,,,,8.80,,,,,,,"<b>COLEGIUL NAŢIONAL ""NICOLAE BĂLCESCU""</b><br/>Real/Liceal/Zi",<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,8.29,,,,,,,"<b>COLEGIUL NAŢIONAL ""ANA ASLAN""</b><br/>Real/Liceal/Zi",<b>(104) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,8.30,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""DUMITRU PANAITESCU PERPESSICIUS""</b><br/>Umanist/Liceal/Zi",<b>(114) Filologie</b><br/>Limba română
BR,,,,,8.36,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""DUMITRU PANAITESCU PERPESSICIUS""</b><br/>Umanist/Liceal/Zi",<b>(116) Ştiinţe Sociale</b><br/>Limba română
BR,,,,,9.49,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE MUNTEANU MURGOCI""</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
BR,,,,,9.56,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE MUNTEANU MURGOCI""</b><br/>Real/Liceal/Zi",<b>(108) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,9.23,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE MUNTEANU MURGOCI""</b><br/>Umanist/Liceal/Zi",<b>(109) Ştiinţe Sociale</b><br/>Limba română
BR,,,,,8.93,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE MUNTEANU MURGOCI""</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
BR,,,,,9.39,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE MUNTEANU MURGOCI""</b><br/>Real/Liceal/Zi",<b>(107) Matematică-Informatică</b><br/>Limba română
BR,,,,,8.94,,,,,,,"<b>LICEUL TEORETIC ""NICOLAE IORGA""</b><br/>Real/Liceal/Zi",<b>(157) Matematică-Informatică</b><br/>Limba română
BR,,,,,9.23,,,,,,,"<b>LICEUL TEORETIC ""NICOLAE IORGA""</b><br/>Real/Liceal/Zi",<b>(158) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,9.01,,,,,,,"<b>LICEUL TEORETIC ""NICOLAE IORGA""</b><br/>Umanist/Liceal/Zi",<b>(159) Ştiinţe Sociale</b><br/>Limba română
BR,,,,,8.75,,,,,,,"<b>LICEUL TEORETIC ""NICOLAE IORGA""</b><br/>Umanist/Liceal/Zi",<b>(156) Filologie</b><br/>Limba română
BR,,,,,7.62,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL SEBASTIAN""</b><br/>Umanist/Liceal/Zi",<b>(153) Filologie</b><br/>Limba română
BR,,,,,7.65,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL SEBASTIAN""</b><br/>Real/Liceal/Zi",<b>(154) Ştiinţe ale Naturii</b><br/>Limba română
BR,,,,,7.68,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL SEBASTIAN""</b><br/>Umanist/Liceal/Zi",<b>(155) Ştiinţe Sociale</b><br/>Limba română
BR,,,,,6.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""EDMOND NICOLAU"" BRĂILA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(129) Industrie alimentară</b><br/>Limba română
BR,,,,,6.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""EDMOND NICOLAU"" BRĂILA</b><br/>Servicii/Liceal/Zi",<b>(131) Turism şi alimentaţie</b><br/>Limba română
BR,,,,,6.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""</b><br/>Tehnic/Liceal/Zi",<b>(127) Electronică automatizări</b><br/>Limba română
BR,,,,,5.81,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""</b><br/>Tehnic/Liceal/Zi",<b>(128) Mecanică</b><br/>Limba română
BR,,,,,6.65,,,,,,,"<b>LICEUL TEORETIC ""GEORGE VÂLSAN""</b><br/>Umanist/Liceal/Zi",<b>(151) Filologie</b><br/>Limba română
BR,,,,,5.47,,,,,,,"<b>LICEUL TEORETIC ""GEORGE VÂLSAN""</b><br/>Real/Liceal/Zi",<b>(152) Matematică-Informatică</b><br/>Limba română
BR,,,,,6.60,,,,,,,"<b>LICEUL TEORETIC ""CONSTANTIN ANGELESCU""</b><br/>Umanist/Liceal/Zi",<b>(149) Filologie</b><br/>Limba română
BR,,,,,5.65,,,,,,,"<b>LICEUL TEORETIC ""CONSTANTIN ANGELESCU""</b><br/>Real/Liceal/Zi",<b>(150) Matematică-Informatică</b><br/>Limba română
BR,,,,,4.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE ONCESCU""</b><br/>Servicii/Liceal/Zi",<b>(140) Comerţ</b><br/>Limba română
BR,,,,,5.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI</b><br/>Servicii/Liceal/Zi",<b>(141) Comerţ</b><br/>Limba română
BR,,,,,4.36,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI</b><br/>Tehnic/Liceal/Zi",<b>(142) Electromecanică</b><br/>Limba română
BR,,,,,6.67,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI</b><br/>Umanist/Liceal/Zi",<b>(143) Filologie</b><br/>Limba română
BR,,,,,3.93,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI</b><br/>Real/Liceal/Zi",<b>(144) Matematică-Informatică</b><br/>Limba română
BR,,,,,4.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB"" MĂXINENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Industrie alimentară</b><br/>Limba română
BT,,,,,5.19,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMÂNZI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(162) Protecţia mediului</b><br/>Limba română
BT,,,,,7.02,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMÂNZI</b><br/>Real/Liceal/Zi",<b>(163) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,6.56,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMÂNZI</b><br/>Umanist/Liceal/Zi",<b>(164) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,4.56,,,,,,,"<b>LICEUL TEORETIC ""ANASTASIE BASOTA"" POMÂRLA</b><br/>Real/Liceal/Zi",<b>(171) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,3.53,,,,,,,"<b>LICEUL TEORETIC ""ANASTASIE BASOTA"" POMÂRLA</b><br/>Umanist/Liceal/Zi",<b>(184) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,4.89,,,,,,,"<b>LICEUL TEHNOLOGIC ""AL.VLAHUTA"" SENDRICENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(153) Industrie alimentară</b><br/>Limba română
BT,,,,,2.78,,,,,,,"<b>LICEUL TEHNOLOGIC ""AL.VLAHUTA"" SENDRICENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(154) Protecţia mediului</b><br/>Limba română
BT,,,,,4.59,,,,,,,"<b>LICEUL TEHNOLOGIC ""AL.VLAHUTA"" SENDRICENI</b><br/>Servicii/Liceal/Zi",<b>(155) Turism şi alimentaţie</b><br/>Limba română
BT,,,,,4.61,,,,,,,"<b>LICEUL""STEFAN D. LUCHIAN’’ STEFANESTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(178) Agricultură</b><br/>Limba română
BT,,,,,3.21,,,,,,,<b>LICEUL TEHNOLOGIC TODIRENI</b><br/>Umanist/Liceal/Zi,<b>(183) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,5.26,,,,,,,"<b>LICEUL ""DEMOSTENE BOTEZ"" TRUŞEŞTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(131) Agricultură</b><br/>Limba română
BT,,,,,5.74,,,,,,,"<b>LICEUL ""DEMOSTENE BOTEZ"" TRUŞEŞTI</b><br/>Real/Liceal/Zi",<b>(132) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,4.81,,,,,,,<b>LICEUL TEHNOLOGIC PLOPENII MARI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(167) Industrie alimentară</b><br/>Limba română
BT,,,,,3.12,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(168) Agricultură</b><br/>Limba română
BT,,,,,5.68,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA</b><br/>Servicii/Liceal/Zi",<b>(169) Turism şi alimentaţie</b><br/>Limba română
BT,,,,,5.31,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA</b><br/>Real/Liceal/Zi",<b>(170) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,6.23,,,,,,,"<b>SEMINARUL TEOLOGIC LICEAL ORTODOX ""SF.GHEORGHE"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(185) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,2.66,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRU RAREŞ’’ BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(165) Mecanică</b><br/>Limba română
BT,,,,,4.43,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRU RAREŞ’’ BOTOSANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(166) Protecţia mediului</b><br/>Limba română
BT,,,,,6.25,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(117) Electric</b><br/>Limba română
BT,,,,,5.65,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(118) Electronică automatizări</b><br/>Limba română
BT,,,,,6.98,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(119) Filologie</b><br/>Limba română
BT,,,,,6.57,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(120) Matematică-Informatică</b><br/>Limba română
BT,,,,,5.67,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(121) Mecanică</b><br/>Limba română
BT,,,,,6.73,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(122) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,6.90,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(123) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,8.90,,,,,,,"<b>COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
BT,,,,,8.80,,,,,,,"<b>COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(107) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,8.61,,,,,,,"<b>COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(108) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,6.07,,,,,,,"<b>COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
BT,,,,,8.88,,,,,,,"<b>COLEGIUL NATIONAL ""A.T.LAURIAN"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(104) Filologie</b><br/>Limba română
BT,,,,,7.04,,,,,,,"<b>COLEGIUL ECONOMIC ""OCTAV ONICESCU"" BOTOSANI</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
BT,,,,,7.14,,,,,,,"<b>COLEGIUL ECONOMIC ""OCTAV ONICESCU"" BOTOSANI</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
BT,,,,,6.80,,,,,,,"<b>COLEGIUL ECONOMIC ""OCTAV ONICESCU"" BOTOSANI</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
BT,,,,,9.19,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(114) Matematică-Informatică</b><br/>Limba română
BT,,,,,9.10,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(115) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,8.60,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(116) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,7.96,,,,,,,"<b>COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(113) Filologie</b><br/>Limba română
BT,,,,,4.64,,,,,,,"<b>LICEUL ""DIMITRIE NEGREANU"" BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(138) Mecanică</b><br/>Limba română
BT,,,,,5.88,,,,,,,"<b>LICEUL ""DIMITRIE NEGREANU"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(139) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,4.79,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELIE RADU"" BOTOSANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(161) Protecţia mediului</b><br/>Limba română
BT,,,,,5.68,,,,,,,"<b>LICEUL ""ALEXANDRU CEL BUN’’ BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(124) Filologie</b><br/>Limba română
BT,,,,,4.17,,,,,,,"<b>LICEUL ""ALEXANDRU CEL BUN’’ BOTOSANI</b><br/>Tehnic/Liceal/Zi",<b>(125) Industrie textilă şi pielărie</b><br/>Limba română
BT,,,,,7.76,,,,,,,"<b>LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(141) Filologie</b><br/>Limba română
BT,,,,,8.39,,,,,,,"<b>LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(142) Matematică-Informatică</b><br/>Limba română
BT,,,,,8.08,,,,,,,"<b>LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI</b><br/>Real/Liceal/Zi",<b>(144) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,8.00,,,,,,,"<b>LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI</b><br/>Umanist/Liceal/Zi",<b>(145) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,5.53,,,,,,,"<b>LICEUL ""DIMITRIE CANTEMIR"" DARABANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(133) Industrie alimentară</b><br/>Limba română
BT,,,,,5.72,,,,,,,"<b>LICEUL ""DIMITRIE CANTEMIR"" DARABANI</b><br/>Real/Liceal/Zi",<b>(134) Matematică-Informatică</b><br/>Limba română
BT,,,,,4.32,,,,,,,"<b>LICEUL ""DIMITRIE CANTEMIR"" DARABANI</b><br/>Tehnic/Liceal/Zi",<b>(135) Mecanică</b><br/>Limba română
BT,,,,,6.25,,,,,,,"<b>LICEUL ""DIMITRIE CANTEMIR"" DARABANI</b><br/>Real/Liceal/Zi",<b>(136) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,6.32,,,,,,,"<b>LICEUL ""DIMITRIE CANTEMIR"" DARABANI</b><br/>Umanist/Liceal/Zi",<b>(137) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,6.58,,,,,,,"<b>COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI</b><br/>Umanist/Liceal/Zi",<b>(109) Filologie</b><br/>Limba română
BT,,,,,5.85,,,,,,,"<b>COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI</b><br/>Real/Liceal/Zi",<b>(110) Matematică-Informatică</b><br/>Limba română
BT,,,,,6.64,,,,,,,"<b>COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba română
BT,,,,,6.94,,,,,,,"<b>COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI</b><br/>Umanist/Liceal/Zi",<b>(112) Ştiinţe Sociale</b><br/>Limba română
BT,,,,,4.42,,,,,,,"<b>SEMINARUL TEOLOGIC LICEAL ORTODOX ""SF.IOAN IACOB"" DOROHOI</b><br/>Umanist/Liceal/Zi",<b>(180) Filologie</b><br/>Limba română
BT,,,,,5.47,,,,,,,"<b>LICEUL ""REGINA MARIA"" DOROHOI</b><br/>Servicii/Liceal/Zi",<b>(146) Comerţ</b><br/>Limba română
BT,,,,,6.04,,,,,,,"<b>LICEUL ""REGINA MARIA"" DOROHOI</b><br/>Servicii/Liceal/Zi",<b>(147) Economic</b><br/>Limba română
BT,,,,,5.87,,,,,,,"<b>LICEUL ""REGINA MARIA"" DOROHOI</b><br/>Servicii/Liceal/Zi",<b>(148) Estetica şi igiena corpului omenesc</b><br/>Limba română
