ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
CT,,,,,7.02,,,,,,,<b>COLEGIUL ECONOMIC MANGALIA</b><br/>Servicii/Liceal/Zi,<b>(107) Economic</b><br/>Limba română
CT,,,,,6.15,,,,,,,<b>COLEGIUL ECONOMIC MANGALIA</b><br/>Servicii/Liceal/Zi,<b>(108) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.45,,,,,,,<b>COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(115) Filologie</b><br/>Limba română
CT,,,,,8.62,,,,,,,<b>COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(116) Matematică-Informatică</b><br/>Limba română
CT,,,,,4.45,,,,,,,<b>COLEGIUL NAŢIONAL ’KEMAL ATATURK’ MEDGIDIA</b><br/>Umanist/Liceal/Zi,<b>(119) Filologie</b><br/>Limba română
CT,,,,,8.80,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(122) Filologie</b><br/>Limba română
CT,,,,,8.92,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(123) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.92,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(124) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.05,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.67,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(126) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.80,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(127) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,9.60,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(128) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.60,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(129) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.47,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(130) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.55,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(131) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.50,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(132) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.55,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(133) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.37,,,,,,,<b>COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(134) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,4.12,,,,,,,<b>LICEUL AGRICOL POARTA ALBĂ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(135) Agricultură</b><br/>Limba română
CT,,,,,4.60,,,,,,,<b>LICEUL COBADIN</b><br/>Servicii/Liceal/Zi,<b>(137) Economic</b><br/>Limba română
CT,,,,,4.42,,,,,,,<b>LICEUL COBADIN</b><br/>Real/Liceal/Zi,<b>(138) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,6.00,,,,,,,<b>LICEUL COBADIN</b><br/>Umanist/Liceal/Zi,<b>(139) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,7.10,,,,,,,<b>LICEUL DE MARINĂ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(141) Electromecanică</b><br/>Limba română
CT,,,,,6.27,,,,,,,<b>LICEUL DE MARINĂ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(142) Mecanică</b><br/>Limba română
CT,,,,,7.45,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(143) Comerţ</b><br/>Limba română
CT,,,,,7.17,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(144) Economic</b><br/>Limba română
CT,,,,,7.12,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(145) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,6.37,,,,,,,<b>LICEUL ENERGETIC CONSTANȚA</b><br/>Tehnic/Liceal/Zi,<b>(146) Electric</b><br/>Limba română
CT,,,,,6.50,,,,,,,<b>LICEUL ENERGETIC CONSTANȚA</b><br/>Tehnic/Liceal/Zi,<b>(147) Electronică automatizări</b><br/>Limba română
CT,,,,,6.87,,,,,,,<b>LICEUL ENERGETIC CONSTANȚA</b><br/>Tehnic/Liceal/Zi,<b>(148) Producţie media</b><br/>Limba română
CT,,,,,5.10,,,,,,,<b>LICEUL TEHNOLOGIC COGEALAC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(149) Agricultură</b><br/>Limba română
CT,,,,,5.87,,,,,,,<b>LICEUL TEHNOLOGIC COGEALAC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(150) Protecţia mediului</b><br/>Limba română
CT,,,,,7.70,,,,,,,<b>LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(151) Economic</b><br/>Limba română
CT,,,,,7.47,,,,,,,<b>LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(152) Electric</b><br/>Limba română
CT,,,,,7.25,,,,,,,<b>LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(153) Electronică automatizări</b><br/>Limba română
CT,,,,,5.12,,,,,,,<b>LICEUL TEHNOLOGIC TOPRAISAR</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(154) Agricultură</b><br/>Limba română
CT,,,,,4.87,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(156) Electric</b><br/>Limba română
CT,,,,,6.00,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(157) Electronică automatizări</b><br/>Limba română
CT,,,,,4.35,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(158) Mecanică</b><br/>Limba română
CT,,,,,5.80,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(159) Comerţ</b><br/>Limba română
CT,,,,,5.72,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(160) Electric</b><br/>Limba română
CT,,,,,5.77,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(161) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,4.25,,,,,,,<b>LICEUL TEHNOLOGIC ’CARSIUM’ HÂRŞOVA</b><br/>Servicii/Liceal/Zi,<b>(163) Economic</b><br/>Limba română
CT,,,,,5.77,,,,,,,<b>LICEUL TEHNOLOGIC ’DIMITRIE LEONIDA’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(164) Electric</b><br/>Limba română
CT,,,,,5.47,,,,,,,<b>LICEUL TEHNOLOGIC ’DIMITRIE LEONIDA’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(165) Mecanică</b><br/>Limba română
CT,,,,,5.57,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(166) Chimie industrială</b><br/>Limba română
CT,,,,,6.12,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(167) Electronică automatizări</b><br/>Limba română
CT,,,,,5.87,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(168) Industrie alimentară</b><br/>Limba română
CT,,,,,5.05,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(169) Mecanică</b><br/>Limba română
CT,,,,,5.10,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE DUCA’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(172) Mecanică</b><br/>Limba română
CT,,,,,6.20,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(175) Industrie alimentară</b><br/>Limba română
CT,,,,,6.07,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(176) Protecţia mediului</b><br/>Limba română
CT,,,,,5.95,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(177) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,7.00,,,,,,,<b>LICEUL TEHNOLOGIC ’IOAN N.ROMAN’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(178) Economic</b><br/>Limba română
CT,,,,,6.77,,,,,,,<b>LICEUL TEHNOLOGIC ’IOAN N.ROMAN’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(179) Estetica şi igiena corpului omenesc</b><br/>Limba română
CT,,,,,6.85,,,,,,,<b>LICEUL TEHNOLOGIC ’IOAN N.ROMAN’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(180) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,5.55,,,,,,,<b>LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA</b><br/>Tehnic/Liceal/Zi,<b>(181) Electromecanică</b><br/>Limba română
CT,,,,,5.60,,,,,,,<b>LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA</b><br/>Tehnic/Liceal/Zi,<b>(182) Electronică automatizări</b><br/>Limba română
CT,,,,,5.12,,,,,,,<b>LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA</b><br/>Tehnic/Liceal/Zi,<b>(183) Mecanică</b><br/>Limba română
CT,,,,,6.15,,,,,,,<b>LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(184) Industrie alimentară</b><br/>Limba română
CT,,,,,6.60,,,,,,,<b>LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU</b><br/>Umanist/Liceal/Zi,<b>(186) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,6.60,,,,,,,<b>LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(187) Chimie industrială</b><br/>Limba română
CT,,,,,6.57,,,,,,,<b>LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI</b><br/>Tehnic/Liceal/Zi,<b>(188) Electric</b><br/>Limba română
CT,,,,,7.47,,,,,,,<b>LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI</b><br/>Umanist/Liceal/Zi,<b>(189) Filologie</b><br/>Limba română
CT,,,,,7.10,,,,,,,<b>LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI</b><br/>Servicii/Liceal/Zi,<b>(190) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,7.40,,,,,,,<b>LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI</b><br/>Real/Liceal/Zi,<b>(191) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.22,,,,,,,<b>LICEUL TEHNOLOGIC ’NICOLAE DUMITRESCU’ CUMPĂNA</b><br/>Tehnic/Liceal/Zi,<b>(192) Electromecanică</b><br/>Limba română
CT,,,,,5.42,,,,,,,<b>LICEUL TEHNOLOGIC ’NICOLAE DUMITRESCU’ CUMPĂNA</b><br/>Servicii/Liceal/Zi,<b>(193) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,4.45,,,,,,,<b>LICEUL TEHNOLOGIC ’NICOLAE TITULESCU’ MEDGIDIA</b><br/>Servicii/Liceal/Zi,<b>(195) Economic</b><br/>Limba română
CT,,,,,4.95,,,,,,,<b>LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(197) Agricultură</b><br/>Limba română
CT,,,,,5.42,,,,,,,<b>LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(198) Economic</b><br/>Limba română
CT,,,,,5.97,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,"<b>(199) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
CT,,,,,6.15,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(200) Electronică automatizări</b><br/>Limba română
CT,,,,,6.55,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(202) Producţie media</b><br/>Limba română
CT,,,,,5.22,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Umanist/Liceal/Zi,<b>(203) Filologie</b><br/>Limba română
CT,,,,,8.12,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Real/Liceal/Zi,<b>(204) Matematică-Informatică</b><br/>Limba română
CT,,,,,6.25,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Real/Liceal/Zi,<b>(205) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.47,,,,,,,<b>LICEUL TEORETIC 'MIHAIL KOGĂLNICEANU' MIHAIL KOGĂLNICEANU</b><br/>Umanist/Liceal/Zi,<b>(206) Filologie</b><br/>Limba română
CT,,,,,3.95,,,,,,,<b>LICEUL TEORETIC 'MIHAIL KOGĂLNICEANU' MIHAIL KOGĂLNICEANU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(207) Industrie alimentară</b><br/>Limba română
CT,,,,,3.90,,,,,,,<b>LICEUL TEORETIC BĂNEASA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(208) Agricultură</b><br/>Limba română
CT,,,,,5.50,,,,,,,<b>LICEUL TEORETIC MURFATLAR</b><br/>Servicii/Liceal/Zi,<b>(209) Economic</b><br/>Limba română
CT,,,,,5.05,,,,,,,<b>LICEUL TEORETIC MURFATLAR</b><br/>Real/Liceal/Zi,<b>(211) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.70,,,,,,,<b>LICEUL TEORETIC NEGRU VODĂ</b><br/>Umanist/Liceal/Zi,<b>(212) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,7.25,,,,,,,<b>LICEUL TEORETIC ’CALLATIS’ MANGALIA</b><br/>Real/Liceal/Zi,<b>(213) Matematică-Informatică</b><br/>Limba română
CT,,,,,7.87,,,,,,,<b>LICEUL TEORETIC ’CALLATIS’ MANGALIA</b><br/>Real/Liceal/Zi,<b>(214) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,7.90,,,,,,,<b>LICEUL TEORETIC ’CALLATIS’ MANGALIA</b><br/>Umanist/Liceal/Zi,<b>(215) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,6.97,,,,,,,<b>LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE</b><br/>Umanist/Liceal/Zi,<b>(216) Filologie</b><br/>Limba română
CT,,,,,6.75,,,,,,,<b>LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE</b><br/>Real/Liceal/Zi,<b>(217) Matematică-Informatică</b><br/>Limba română
CT,,,,,6.25,,,,,,,<b>LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE</b><br/>Servicii/Liceal/Zi,<b>(218) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.55,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(219) Filologie</b><br/>Limba română
CT,,,,,8.62,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(220) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.72,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(221) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.67,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(222) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.60,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(223) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,5.47,,,,,,,<b>LICEUL TEORETIC ’EMIL RACOVIŢĂ’ TECHIRGHIOL</b><br/>Real/Liceal/Zi,<b>(224) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.32,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(225) Filologie</b><br/>Limba română
CT,,,,,7.75,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(226) Filologie</b><br/>Limba română
CT,,,,,8.47,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(227) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.42,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(228) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,8.10,,,,,,,<b>LICEUL TEORETIC ’GEORGE EMIL PALADE’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(229) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.67,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Umanist/Liceal/Zi,<b>(230) Filologie</b><br/>Limba română
CT,,,,,6.80,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Real/Liceal/Zi,<b>(231) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,6.75,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Umanist/Liceal/Zi,<b>(232) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,8.17,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(233) Filologie</b><br/>Limba română
CT,,,,,8.30,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(234) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.27,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(235) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.15,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(236) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,7.50,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Umanist/Liceal/Zi,<b>(237) Filologie</b><br/>Limba română
CT,,,,,6.32,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Real/Liceal/Zi,<b>(238) Matematică-Informatică</b><br/>Limba română
CT,,,,,7.42,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Real/Liceal/Zi,<b>(239) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.10,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(240) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.35,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(241) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.17,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(242) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.35,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(243) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.02,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(244) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.07,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(245) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.95,,,,,,,<b>LICEUL TEORETIC ’TRAIAN’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(246) Filologie</b><br/>Limba română
CT,,,,,9.07,,,,,,,<b>LICEUL TEORETIC ’TRAIAN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(247) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.10,,,,,,,<b>LICEUL TEORETIC ’TRAIAN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(248) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.00,,,,,,,<b>LICEUL TEORETIC ’TRAIAN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(249) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.20,,,,,,,<b>LICEUL TEORETIC ’TRAIAN’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(250) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,3.07,,,,,,,<b>LICEUL ’REGELE CAROL I’ OSTROV</b><br/>Tehnic/Liceal/Zi,<b>(251) Mecanică</b><br/>Limba română
CV,,,,,5.80,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(102) Filologie</b><br/>Limba română
CV,,,,,5.77,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(103) Filologie</b><br/>Limba română
CV,,,,,8.10,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
CV,,,,,7.00,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(105) Matematică-Informatică</b><br/>Limba română
CV,,,,,6.71,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(106) Ştiinţe ale Naturii</b><br/>Limba română
CV,,,,,5.57,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(107) Ştiinţe Sociale</b><br/>Limba română
CV,,,,,6.66,,,,,,,"<b>Colegiul Național ""Nagy Mózes"" Târgu Secuiesc</b><br/>Umanist/Liceal/Zi",<b>(108) Filologie</b><br/>Limba maghiară
CV,,,,,7.13,,,,,,,"<b>Colegiul Național ""Nagy Mózes"" Târgu Secuiesc</b><br/>Real/Liceal/Zi",<b>(110) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,7.31,,,,,,,"<b>Colegiul Național ""Nagy Mózes"" Târgu Secuiesc</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,6.73,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(112) Filologie</b><br/>Limba maghiară
CV,,,,,8.08,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(113) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,8.03,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(114) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,7.76,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(115) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,7.75,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(116) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,7.41,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(117) Ştiinţe Sociale</b><br/>Limba maghiară
CV,,,,,4.03,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Umanist/Liceal/Zi",<b>(118) Filologie</b><br/>Limba maghiară
CV,,,,,3.57,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Umanist/Liceal/Zi",<b>(119) Filologie</b><br/>Limba română
CV,,,,,4.95,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Real/Liceal/Zi",<b>(120) Ştiinţe ale Naturii</b><br/>Limba maghiară
