ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
MM,,,,,5.07,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Industrie alimentară</b><br/>Limba română
MM,,,,,5.35,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(140) Protecţia mediului</b><br/>Limba română
MM,,,,,4.72,,,,,,,"<b>COLEGIUL TEHNIC ""CD NENITESCU"" BAIA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(141) Silvicultură</b><br/>Limba română
MM,,,,,8.75,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(113) Matematică-Informatică</b><br/>Limba română
MM,,,,,8.75,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(115) Ştiinţe Sociale</b><br/>Limba română
MM,,,,,8.77,,,,,,,"<b>COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(114) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,2.12,,,,,,,"<b>LICEUL TEHNOLOGIC ""TRANSILVANIA"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(167) Mecanică</b><br/>Limba română
MM,,,,,5.82,,,,,,,"<b>COLEGIUL TEHNIC ""GEORGE BARITIU"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(142) Electronică automatizări</b><br/>Limba română
MM,,,,,3.70,,,,,,,"<b>COLEGIUL TEHNIC ""ANGHEL SALIGNY"" BAIA MARE</b><br/>Tehnic/Liceal/Zi","<b>(131) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
MM,,,,,5.05,,,,,,,"<b>COLEGIUL TEHNIC ""ANGHEL SALIGNY"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(132) Electric</b><br/>Limba română
MM,,,,,4.52,,,,,,,"<b>COLEGIUL TEHNIC ""ANGHEL SALIGNY"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(133) Mecanică</b><br/>Limba română
MM,,,,,5.72,,,,,,,"<b>SEMINARUL TEOLOGIC LICEAL ""SF. IOSIF MARTURISITORUL"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(200) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,3.50,,,,,,,"<b>LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(192) Filologie</b><br/>Limba maghiară
MM,,,,,8.05,,,,,,,"<b>LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(193) Matematică-Informatică</b><br/>Limba maghiară
MM,,,,,6.23,,,,,,,"<b>LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(194) Ştiinţe ale Naturii</b><br/>Limba maghiară
MM,,,,,2.57,,,,,,,"<b>COLEGIUL TEHNIC ""AUREL VLAICU"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(136) Mecanică</b><br/>Limba română
MM,,,,,6.80,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE</b><br/>Tehnic/Liceal/Zi",<b>(184) Industrie textilă şi pielărie</b><br/>Limba română
MM,,,,,8.55,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(185) Matematică-Informatică</b><br/>Limba română
MM,,,,,7.10,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE</b><br/>Servicii/Liceal/Zi",<b>(186) Turism şi alimentaţie</b><br/>Limba română
MM,,,,,7.30,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(187) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,8.72,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Umanist/Liceal/Zi",<b>(124) Filologie</b><br/>Limba română
MM,,,,,9.10,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(125) Matematică-Informatică</b><br/>Limba română
MM,,,,,8.85,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(127) Ştiinţe ale Naturii</b><br/>Limba română
MM,,,,,9.37,,,,,,,"<b>COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE</b><br/>Real/Liceal/Zi",<b>(126) Matematică-Informatică</b><br/>Limba română
MM,,,,,3.72,,,,,,,<b>LICEUL TEOLOGIC PENTICOSTAL BAIA MARE</b><br/>Servicii/Liceal/Zi,<b>(178) Economic</b><br/>Limba română
MH,,,,,5.85,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(112) Comerţ</b><br/>Limba română
MH,,,,,6.37,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(113) Economic</b><br/>Limba română
MH,,,,,5.75,,,,,,,"<b>COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""</b><br/>Servicii/Liceal/Zi",<b>(114) Turism şi alimentaţie</b><br/>Limba română
MH,,,,,7.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,8.67,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Umanist/Liceal/Zi",<b>(107) Filologie</b><br/>Limba română
MH,,,,,9.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba română
MH,,,,,6.92,,,,,,,"<b>COLEGIUL NAȚIONAL ""TRAIAN""</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,7.17,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.00,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Umanist/Liceal/Zi",<b>(119) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,6.90,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN ODOBLEJA""</b><br/>Umanist/Liceal/Zi",<b>(116) Filologie</b><br/>Limba română
MH,,,,,8.27,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
MH,,,,,8.35,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
MH,,,,,7.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(105) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,7.25,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(106) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,8.87,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Umanist/Liceal/Zi",<b>(102) Filologie</b><br/>Limba română
MH,,,,,8.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""GHEORGHE ȚIȚEICA""</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.47,,,,,,,"<b>LICEUL TEHNOLOGIC „DOMNUL TUDOR""</b><br/>Tehnic/Liceal/Zi",<b>(151) Electric</b><br/>Limba română
MH,,,,,2.95,,,,,,,"<b>LICEUL TEHNOLOGIC „DOMNUL TUDOR""</b><br/>Tehnic/Liceal/Zi",<b>(152) Electronică automatizări</b><br/>Limba română
MH,,,,,3.50,,,,,,,"<b>LICEUL TEHNOLOGIC „DOMNUL TUDOR""</b><br/>Real/Liceal/Zi",<b>(153) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.30,,,,,,,<b>LICEUL DE TRANSPORTURI AUTO</b><br/>Tehnic/Liceal/Zi,<b>(127) Electric</b><br/>Limba română
MH,,,,,2.85,,,,,,,<b>LICEUL DE TRANSPORTURI AUTO</b><br/>Tehnic/Liceal/Zi,<b>(129) Mecanică</b><br/>Limba română
MH,,,,,3.52,,,,,,,"<b>LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""</b><br/>Servicii/Liceal/Zi",<b>(154) Estetica şi igiena corpului omenesc</b><br/>Limba română
MH,,,,,3.12,,,,,,,"<b>LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(156) Protecţia mediului</b><br/>Limba română
MH,,,,,1.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""TUDOR VLADIMIRESCU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(139) Industrie alimentară</b><br/>Limba română
MH,,,,,3.37,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(120) Agricultură</b><br/>Limba română
MH,,,,,6.25,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Tehnic/Liceal/Zi",<b>(121) Electric</b><br/>Limba română
MH,,,,,5.02,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Real/Liceal/Zi",<b>(122) Matematică-Informatică</b><br/>Limba română
MH,,,,,4.95,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Tehnic/Liceal/Zi",<b>(123) Mecanică</b><br/>Limba română
MH,,,,,7.37,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""</b><br/>Real/Liceal/Zi",<b>(124) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,5.12,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(163) Matematică-Informatică</b><br/>Limba română
MH,,,,,4.07,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(166) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,6.77,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Umanist/Liceal/Zi",<b>(167) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,6.00,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Real/Liceal/Zi",<b>(164) Matematică-Informatică</b><br/>Limba română
MH,,,,,6.05,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU""</b><br/>Umanist/Liceal/Zi",<b>(168) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,5.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIERNA""</b><br/>Tehnic/Liceal/Zi",<b>(131) Electronică automatizări</b><br/>Limba română
MH,,,,,3.42,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIERNA""</b><br/>Servicii/Liceal/Zi",<b>(133) Turism şi alimentaţie</b><br/>Limba română
MH,,,,,3.60,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Tehnic/Liceal/Zi",<b>(135) Electric</b><br/>Limba română
MH,,,,,4.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Real/Liceal/Zi",<b>(136) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.17,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Tehnic/Liceal/Zi",<b>(137) Mecanică</b><br/>Limba română
MH,,,,,6.10,,,,,,,"<b>LICEUL TEHNOLOGIC ""MATEI BASARAB""</b><br/>Umanist/Liceal/Zi",<b>(138) Ştiinţe Sociale</b><br/>Limba română
MH,,,,,4.27,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Umanist/Liceal/Zi",<b>(158) Filologie</b><br/>Limba română
MH,,,,,2.27,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Real/Liceal/Zi",<b>(159) Matematică-Informatică</b><br/>Limba română
MH,,,,,2.90,,,,,,,"<b>LICEUL TEORETIC ""DR.VICTOR GOMOIU""</b><br/>Real/Liceal/Zi",<b>(160) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,4.00,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Umanist/Liceal/Zi,<b>(170) Filologie</b><br/>Limba română
MH,,,,,2.20,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Real/Liceal/Zi,<b>(171) Matematică-Informatică</b><br/>Limba română
MH,,,,,1.95,,,,,,,<b>LICEUL TEORETIC CUJMIR</b><br/>Real/Liceal/Zi,<b>(172) Ştiinţe ale Naturii</b><br/>Limba română
MH,,,,,1.30,,,,,,,<b>LICEUL TEHNOLOGIC HALÂNGA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(142) Agricultură</b><br/>Limba română
MH,,,,,1.25,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE IONESCU ȘIȘEȘTI""</b><br/>Real/Liceal/Zi",<b>(162) Matematică-Informatică</b><br/>Limba română
MH,,,,,3.65,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(146) Electric</b><br/>Limba română
MH,,,,,2.97,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(147) Fabricarea produselor din lemn</b><br/>Limba română
MH,,,,,4.25,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Real/Liceal/Zi",<b>(148) Matematică-Informatică</b><br/>Limba română
MH,,,,,1.85,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Tehnic/Liceal/Zi",<b>(149) Mecanică</b><br/>Limba română
MH,,,,,5.20,,,,,,,"<b>LICEUL TEHNOLOGIC „DECEBAL""</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(150) Protecţia mediului</b><br/>Limba română
MS,,,,,6.92,,,,,,,"<b>LICEUL TEORETIC ""DR. LIND"" CÂMPENIȚA</b><br/>Real/Liceal/Zi",<b>(401) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,6.43,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(156) Economic</b><br/>Limba maghiară
MS,,,,,6.10,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(157) Electric</b><br/>Limba română
MS,,,,,6.51,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(158) Electronică automatizări</b><br/>Limba maghiară
MS,,,,,6.52,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(159) Electronică automatizări</b><br/>Limba română
MS,,,,,6.63,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(160) Turism şi alimentaţie</b><br/>Limba maghiară
MS,,,,,6.52,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELECTROMUREȘ"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(161) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,4.60,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(173) Electronică automatizări</b><br/>Limba maghiară
MS,,,,,3.92,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(174) Producţie media</b><br/>Limba română
MS,,,,,3.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(191) Electric</b><br/>Limba maghiară
MS,,,,,2.72,,,,,,,"<b>LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(192) Electric</b><br/>Limba română
MS,,,,,2.93,,,,,,,"<b>LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(193) Estetica şi igiena corpului omenesc</b><br/>Limba maghiară
MS,,,,,3.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(194) Estetica şi igiena corpului omenesc</b><br/>Limba română
MS,,,,,8.15,,,,,,,"<b>LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(205) Matematică-Informatică</b><br/>Limba maghiară
MS,,,,,8.65,,,,,,,"<b>LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(207) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,8.03,,,,,,,"<b>LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(208) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,7.88,,,,,,,"<b>LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(236) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,7.65,,,,,,,"<b>LICEUL TEORETIC ""BOLYAI FARKAS"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(237) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,7.75,,,,,,,<b>LICEUL VOCAȚIONAL REFORMAT TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi,<b>(235) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,8.92,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba română
MS,,,,,5.11,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba germană
MS,,,,,9.25,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.52,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(113) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,9.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(238) Matematică-Informatică</b><br/>Limba română
MS,,,,,8.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU PAPIU ILARIAN"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.45,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(114) Filologie</b><br/>Limba maghiară
MS,,,,,7.31,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(115) Filologie</b><br/>Limba română
MS,,,,,6.68,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(116) Matematică-Informatică</b><br/>Limba maghiară
MS,,,,,8.22,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
MS,,,,,5.55,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(119) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,7.05,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIRCEA ELIADE"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(120) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.27,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 SIGHIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(182) Electric</b><br/>Limba română
MS,,,,,3.35,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 SIGHIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(183) Mecanică</b><br/>Limba română
MS,,,,,3.52,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 SIGHIȘOARA</b><br/>Servicii/Liceal/Zi,<b>(184) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,3.01,,,,,,,"<b>LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(211) Filologie</b><br/>Limba germană
MS,,,,,5.72,,,,,,,"<b>LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(212) Filologie</b><br/>Limba română
MS,,,,,6.85,,,,,,,"<b>LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(213) Matematică-Informatică</b><br/>Limba germană
MS,,,,,4.57,,,,,,,"<b>LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(214) Matematică-Informatică</b><br/>Limba română
MS,,,,,4.90,,,,,,,"<b>LICEUL TEORETIC ""JOSEPH HALTRICH"" SIGHIȘOARA</b><br/>Real/Liceal/Zi",<b>(215) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,4.55,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Tehnic/Liceal/Zi,<b>(176) Electric</b><br/>Limba română
MS,,,,,5.70,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Umanist/Liceal/Zi,<b>(177) Filologie</b><br/>Limba română
MS,,,,,6.97,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Real/Liceal/Zi,<b>(178) Matematică-Informatică</b><br/>Limba română
MS,,,,,4.30,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Tehnic/Liceal/Zi,<b>(179) Mecanică</b><br/>Limba română
MS,,,,,4.35,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Real/Liceal/Zi,<b>(180) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,6.05,,,,,,,<b>LICEUL TEHNOLOGIC NR.1 LUDUȘ</b><br/>Real/Liceal/Zi,<b>(181) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,4.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(169) Agricultură</b><br/>Limba română
MS,,,,,5.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN</b><br/>Servicii/Liceal/Zi",<b>(170) Economic</b><br/>Limba română
MS,,,,,5.05,,,,,,,"<b>LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(171) Industrie alimentară</b><br/>Limba română
MS,,,,,4.37,,,,,,,"<b>LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN</b><br/>Servicii/Liceal/Zi",<b>(172) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,4.21,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Umanist/Liceal/Zi",<b>(216) Filologie</b><br/>Limba maghiară
MS,,,,,7.17,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Real/Liceal/Zi",<b>(218) Matematică-Informatică</b><br/>Limba română
MS,,,,,3.55,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Servicii/Liceal/Zi",<b>(219) Turism şi alimentaţie</b><br/>Limba maghiară
MS,,,,,6.00,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Servicii/Liceal/Zi",<b>(220) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,7.73,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Real/Liceal/Zi",<b>(221) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.40,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Umanist/Liceal/Zi",<b>(222) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,6.67,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Umanist/Liceal/Zi",<b>(223) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,7.15,,,,,,,"<b>LICEUL TEORETIC ""LUCIAN BLAGA"" REGHIN</b><br/>Umanist/Liceal/Zi",<b>(217) Filologie</b><br/>Limba română
MS,,,,,6.25,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Servicii/Liceal/Zi",<b>(131) Economic</b><br/>Limba română
MS,,,,,5.72,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Tehnic/Liceal/Zi",<b>(132) Electronică automatizări</b><br/>Limba română
MS,,,,,6.55,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Umanist/Liceal/Zi",<b>(133) Filologie</b><br/>Limba română
