ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
MS,,,,,7.41,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Real/Liceal/Zi",<b>(134) Matematică-Informatică</b><br/>Limba maghiară
MS,,,,,8.07,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Real/Liceal/Zi",<b>(135) Matematică-Informatică</b><br/>Limba română
MS,,,,,6.26,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Real/Liceal/Zi",<b>(136) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,7.50,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Real/Liceal/Zi",<b>(137) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,6.55,,,,,,,"<b>COLEGIUL ""PETRU MAIOR"" REGHIN</b><br/>Real/Liceal/Zi",<b>(240) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.61,,,,,,,"<b>LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA</b><br/>Servicii/Liceal/Zi",<b>(151) Comerţ</b><br/>Limba maghiară
MS,,,,,6.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA</b><br/>Real/Liceal/Zi",<b>(152) Matematică-Informatică</b><br/>Limba maghiară
MS,,,,,4.60,,,,,,,"<b>LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA</b><br/>Servicii/Liceal/Zi",<b>(153) Turism şi alimentaţie</b><br/>Limba maghiară
MS,,,,,4.33,,,,,,,"<b>LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA</b><br/>Real/Liceal/Zi",<b>(154) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,4.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA</b><br/>Umanist/Liceal/Zi",<b>(155) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,4.97,,,,,,,<b>LICEUL TEHNOLOGIC TÂRNĂVENI</b><br/>Servicii/Liceal/Zi,<b>(188) Economic</b><br/>Limba română
MS,,,,,4.45,,,,,,,<b>LICEUL TEHNOLOGIC TÂRNĂVENI</b><br/>Tehnic/Liceal/Zi,<b>(189) Mecanică</b><br/>Limba română
MS,,,,,4.77,,,,,,,<b>LICEUL TEHNOLOGIC TÂRNĂVENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(190) Protecţia mediului</b><br/>Limba română
MS,,,,,5.26,,,,,,,"<b>LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI</b><br/>Umanist/Liceal/Zi",<b>(198) Filologie</b><br/>Limba maghiară
MS,,,,,6.72,,,,,,,"<b>LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI</b><br/>Umanist/Liceal/Zi",<b>(199) Filologie</b><br/>Limba română
MS,,,,,4.46,,,,,,,"<b>LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI</b><br/>Real/Liceal/Zi",<b>(200) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,7.10,,,,,,,"<b>LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI</b><br/>Real/Liceal/Zi",<b>(201) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,5.75,,,,,,,"<b>LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI</b><br/>Umanist/Liceal/Zi",<b>(202) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE NETEA"" DEDA</b><br/>Tehnic/Liceal/Zi",<b>(196) Fabricarea produselor din lemn</b><br/>Limba română
MS,,,,,2.97,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE NETEA"" DEDA</b><br/>Real/Liceal/Zi",<b>(197) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,2.92,,,,,,,<b>LICEUL SILVIC GURGHIU</b><br/>Umanist/Liceal/Zi,<b>(140) Filologie</b><br/>Limba română
MS,,,,,3.65,,,,,,,<b>LICEUL SILVIC GURGHIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(141) Silvicultură</b><br/>Limba română
MS,,,,,3.97,,,,,,,<b>LICEUL TEHNOLOGIC IERNUT</b><br/>Tehnic/Liceal/Zi,<b>(167) Electric</b><br/>Limba română
MS,,,,,4.12,,,,,,,<b>LICEUL TEHNOLOGIC IERNUT</b><br/>Real/Liceal/Zi,<b>(168) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.85,,,,,,,"<b>LICEUL TEORETIC ""SAMUIL MICU"" SĂRMAȘU</b><br/>Umanist/Liceal/Zi",<b>(224) Filologie</b><br/>Limba română
MS,,,,,3.52,,,,,,,"<b>LICEUL TEORETIC ""SAMUIL MICU"" SĂRMAȘU</b><br/>Real/Liceal/Zi",<b>(225) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,3.08,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE</b><br/>Umanist/Liceal/Zi",<b>(185) Filologie</b><br/>Limba maghiară
MS,,,,,3.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE</b><br/>Umanist/Liceal/Zi",<b>(186) Filologie</b><br/>Limba română
MS,,,,,4.03,,,,,,,"<b>LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI</b><br/>Umanist/Liceal/Zi",<b>(203) Filologie</b><br/>Limba maghiară
MS,,,,,3.65,,,,,,,"<b>LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI</b><br/>Real/Liceal/Zi",<b>(204) Ştiinţe ale Naturii</b><br/>Limba maghiară
MS,,,,,7.25,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""MIHAI EMINESCU"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(125) Ştiinţe Sociale</b><br/>Limba maghiară
MS,,,,,8.00,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""MIHAI EMINESCU"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(126) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,7.32,,,,,,,"<b>COLEGIUL ECONOMIC ""TRANSILVANIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(106) Comerţ</b><br/>Limba română
MS,,,,,7.70,,,,,,,"<b>COLEGIUL ECONOMIC ""TRANSILVANIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(107) Economic</b><br/>Limba română
MS,,,,,7.05,,,,,,,"<b>COLEGIUL ECONOMIC ""TRANSILVANIA"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(108) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,2.05,,,,,,,"<b>COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(101) Agricultură</b><br/>Limba română
MS,,,,,5.25,,,,,,,"<b>COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(102) Comerţ</b><br/>Limba română
MS,,,,,5.60,,,,,,,"<b>COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(103) Economic</b><br/>Limba română
MS,,,,,4.05,,,,,,,"<b>COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(104) Industrie alimentară</b><br/>Limba română
MS,,,,,3.95,,,,,,,"<b>COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(105) Protecţia mediului</b><br/>Limba română
MS,,,,,9.30,,,,,,,"<b>COLEGIUL NAȚIONAL ""UNIREA"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(128) Matematică-Informatică</b><br/>Limba română
MS,,,,,9.42,,,,,,,"<b>COLEGIUL NAȚIONAL ""UNIREA"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(129) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""UNIREA"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(130) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,9.10,,,,,,,"<b>COLEGIUL NAȚIONAL ""UNIREA"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(239) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.47,,,,,,,"<b>COLEGIUL NAȚIONAL ""UNIREA"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(127) Filologie</b><br/>Limba română
MS,,,,,4.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""AUREL PERSU"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(142) Economic</b><br/>Limba română
MS,,,,,2.65,,,,,,,"<b>LICEUL TEHNOLOGIC ""AUREL PERSU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(144) Mecanică</b><br/>Limba română
MS,,,,,4.96,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(162) Electric</b><br/>Limba maghiară
MS,,,,,3.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(163) Electric</b><br/>Limba română
MS,,,,,3.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(164) Mecanică</b><br/>Limba română
MS,,,,,5.91,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(165) Turism şi alimentaţie</b><br/>Limba maghiară
MS,,,,,3.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(166) Turism şi alimentaţie</b><br/>Limba română
MS,,,,,8.57,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ</b><br/>Real/Liceal/Zi",<b>(209) Ştiinţe ale Naturii</b><br/>Limba română
MS,,,,,8.17,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ</b><br/>Umanist/Liceal/Zi",<b>(210) Ştiinţe Sociale</b><br/>Limba română
MS,,,,,5.21,,,,,,,"<b>LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(145) Comerţ</b><br/>Limba maghiară
MS,,,,,3.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi",<b>(146) Comerţ</b><br/>Limba română
MS,,,,,5.00,,,,,,,"<b>LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(147) Industrie textilă şi pielărie</b><br/>Limba maghiară
MS,,,,,4.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi",<b>(148) Industrie textilă şi pielărie</b><br/>Limba română
MS,,,,,5.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" TÎRGU MUREȘ</b><br/>Tehnic/Liceal/Zi","<b>(150) Construcţii, instalaţii şi lucrări publice</b><br/>Limba maghiară"
NT,,,,,4.05,,,,,,,"<b>LICEUL PARTICULAR NR. 1, SAT BISTRIȚA, COMUNA ALEXANDRU CEL BUN</b><br/>Umanist/Liceal/Zi",<b>(300) Filologie</b><br/>Limba română
NT,,,,,,,,,,,,"<b>LICEUL PARTICULAR NR. 1, SAT BISTRIȚA, COMUNA ALEXANDRU CEL BUN</b><br/>Servicii/Liceal/Zi",<b>(301) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,8.05,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""SPIRU HARET"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(153) Economic</b><br/>Limba română
NT,,,,,8.00,,,,,,,"<b>COLEGIUL TEHNOLOGIC ""SPIRU HARET"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(154) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,7.55,,,,,,,"<b>LICEUL ECONOMIC ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(164) Economic</b><br/>Limba română
NT,,,,,6.90,,,,,,,"<b>LICEUL ECONOMIC ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(165) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,5.10,,,,,,,"<b>COLEGIUL TEHNIC FORESTIER, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(128) Mecanică</b><br/>Limba română
NT,,,,,5.42,,,,,,,"<b>COLEGIUL TEHNIC FORESTIER, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(129) Protecţia mediului</b><br/>Limba română
NT,,,,,5.62,,,,,,,"<b>COLEGIUL TEHNIC FORESTIER, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(130) Silvicultură</b><br/>Limba română
NT,,,,,8.30,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC""GHEORGHE ASACHI"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(109) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,8.35,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC""GHEORGHE ASACHI"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(110) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,8.40,,,,,,,"<b>COLEGIUL NAȚIONAL DE INFORMATICĂ, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
NT,,,,,4.87,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(172) Industrie textilă şi pielărie</b><br/>Limba română
NT,,,,,5.52,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(174) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,6.10,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE CARTIANU"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(131) Electronică automatizări</b><br/>Limba română
NT,,,,,6.25,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE CARTIANU"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(132) Industrie alimentară</b><br/>Limba română
NT,,,,,6.15,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE CARTIANU"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(133) Protecţia mediului</b><br/>Limba română
NT,,,,,3.10,,,,,,,"<b>COLEGIUL TEHNIC DE TRANSPORTURI, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(126) Electric</b><br/>Limba română
NT,,,,,3.82,,,,,,,"<b>COLEGIUL TEHNIC DE TRANSPORTURI, MUNICIPIUL PIATRA-NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(127) Mecanică</b><br/>Limba română
NT,,,,,9.27,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(111) Matematică-Informatică</b><br/>Limba română
NT,,,,,8.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,8.62,,,,,,,"<b>COLEGIUL NAȚIONAL ""PETRU RAREȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(113) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,8.65,,,,,,,"<b>COLEGIUL NAȚIONAL ""CALISTRAT HOGAȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
NT,,,,,8.67,,,,,,,"<b>COLEGIUL NAȚIONAL ""CALISTRAT HOGAȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
NT,,,,,9.12,,,,,,,"<b>COLEGIUL NAȚIONAL ""CALISTRAT HOGAȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Real/Liceal/Zi",<b>(104) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,9.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""CALISTRAT HOGAȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(105) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,8.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""CALISTRAT HOGAȘ"", MUNICIPIUL PIATRA-NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(102) Filologie</b><br/>Limba română
NT,,,,,6.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(179) Electric</b><br/>Limba română
NT,,,,,7.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(180) Electronică automatizări</b><br/>Limba română
NT,,,,,8.32,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN</b><br/>Real/Liceal/Zi",<b>(181) Matematică-Informatică</b><br/>Limba română
NT,,,,,6.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(182) Mecanică</b><br/>Limba română
NT,,,,,5.65,,,,,,,"<b>COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN</b><br/>Servicii/Liceal/Zi",<b>(148) Comerţ</b><br/>Limba română
NT,,,,,6.82,,,,,,,"<b>COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN</b><br/>Servicii/Liceal/Zi",<b>(149) Economic</b><br/>Limba română
NT,,,,,5.47,,,,,,,"<b>COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(150) Mecanică</b><br/>Limba română
NT,,,,,6.20,,,,,,,"<b>COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(151) Protecţia mediului</b><br/>Limba română
NT,,,,,7.27,,,,,,,"<b>COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN</b><br/>Real/Liceal/Zi",<b>(152) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,7.97,,,,,,,"<b>COLEGIUL NAȚIONAL ""ROMAN VODĂ"", MUNICIPIUL ROMAN</b><br/>Umanist/Liceal/Zi",<b>(114) Filologie</b><br/>Limba română
NT,,,,,8.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""ROMAN VODĂ"", MUNICIPIUL ROMAN</b><br/>Real/Liceal/Zi",<b>(115) Matematică-Informatică</b><br/>Limba română
NT,,,,,8.62,,,,,,,"<b>COLEGIUL NAȚIONAL ""ROMAN VODĂ"", MUNICIPIUL ROMAN</b><br/>Real/Liceal/Zi",<b>(116) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,8.32,,,,,,,"<b>COLEGIUL NAȚIONAL ""ROMAN VODĂ"", MUNICIPIUL ROMAN</b><br/>Umanist/Liceal/Zi",<b>(117) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,6.00,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""SFÂNTUL FRANCISC DE ASSISI"", MUNICIPIUL ROMAN</b><br/>Umanist/Liceal/Zi",<b>(189) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,2.77,,,,,,,"<b>COLEGIUL TEHNIC ""DANUBIANA"", MUNICIPIUL ROMAN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(123) Industrie alimentară</b><br/>Limba română
NT,,,,,4.25,,,,,,,"<b>COLEGIUL TEHNIC ""DANUBIANA"", MUNICIPIUL ROMAN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(124) Protecţia mediului</b><br/>Limba română
NT,,,,,3.62,,,,,,,"<b>COLEGIUL TEHNIC ""DANUBIANA"", MUNICIPIUL ROMAN</b><br/>Servicii/Liceal/Zi",<b>(125) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,5.25,,,,,,,"<b>COLEGIUL TEHNIC ""MIRON COSTIN"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi","<b>(143) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
NT,,,,,5.37,,,,,,,"<b>COLEGIUL TEHNIC ""MIRON COSTIN"", MUNICIPIUL ROMAN</b><br/>Servicii/Liceal/Zi",<b>(144) Economic</b><br/>Limba română
NT,,,,,5.00,,,,,,,"<b>COLEGIUL TEHNIC ""MIRON COSTIN"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(145) Electromecanică</b><br/>Limba română
NT,,,,,4.85,,,,,,,"<b>COLEGIUL TEHNIC ""MIRON COSTIN"", MUNICIPIUL ROMAN</b><br/>Tehnic/Liceal/Zi",<b>(146) Mecanică</b><br/>Limba română
NT,,,,,5.12,,,,,,,"<b>COLEGIUL TEHNIC ""MIRON COSTIN"", MUNICIPIUL ROMAN</b><br/>Servicii/Liceal/Zi",<b>(147) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,1.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION IONESCU DE LA BRAD"", COMUNA HORIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(178) Agricultură</b><br/>Limba română
NT,,,,,3.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION IONESCU DE LA BRAD"", COMUNA HORIA</b><br/>Servicii/Liceal/Zi",<b>(198) Economic</b><br/>Limba română
NT,,,,,4.42,,,,,,,"<b>LICEUL ""CAROL I"", ORAȘ BICAZ</b><br/>Servicii/Liceal/Zi",<b>(155) Economic</b><br/>Limba română
NT,,,,,6.42,,,,,,,"<b>LICEUL ""CAROL I"", ORAȘ BICAZ</b><br/>Real/Liceal/Zi",<b>(156) Matematică-Informatică</b><br/>Limba română
NT,,,,,4.10,,,,,,,"<b>LICEUL ""CAROL I"", ORAȘ BICAZ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(157) Protecţia mediului</b><br/>Limba română
NT,,,,,4.35,,,,,,,"<b>LICEUL ""CAROL I"", ORAȘ BICAZ</b><br/>Real/Liceal/Zi",<b>(158) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,6.15,,,,,,,"<b>LICEUL ""CAROL I"", ORAȘ BICAZ</b><br/>Umanist/Liceal/Zi",<b>(159) Ştiinţe Sociale</b><br/>Limba română
NT,,,,,7.02,,,,,,,"<b>LICEUL ""VASILE CONTA"", ORAȘ TÂRGU NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(192) Comerţ</b><br/>Limba română
NT,,,,,7.70,,,,,,,"<b>LICEUL ""VASILE CONTA"", ORAȘ TÂRGU NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(193) Economic</b><br/>Limba română
NT,,,,,7.02,,,,,,,"<b>LICEUL ""VASILE CONTA"", ORAȘ TÂRGU NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(195) Electronică automatizări</b><br/>Limba română
NT,,,,,5.15,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(135) Agricultură</b><br/>Limba română
NT,,,,,6.52,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(136) Economic</b><br/>Limba română
NT,,,,,4.02,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Tehnic/Liceal/Zi",<b>(137) Mecanică</b><br/>Limba română
NT,,,,,4.20,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Protecţia mediului</b><br/>Limba română
NT,,,,,3.92,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(139) Silvicultură</b><br/>Limba română
NT,,,,,5.35,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Servicii/Liceal/Zi",<b>(140) Turism şi alimentaţie</b><br/>Limba română
NT,,,,,6.80,,,,,,,"<b>COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ</b><br/>Real/Liceal/Zi",<b>(142) Ştiinţe ale Naturii</b><br/>Limba română
NT,,,,,7.97,,,,,,,"<b>COLEGIUL NAȚIONAL ""ȘTEFAN CEL MARE"", ORAȘ TÂRGU NEAMȚ</b><br/>Umanist/Liceal/Zi",<b>(118) Filologie</b><br/>Limba română
NT,,,,,8.45,,,,,,,"<b>COLEGIUL NAȚIONAL ""ȘTEFAN CEL MARE"", ORAȘ TÂRGU NEAMȚ</b><br/>Real/Liceal/Zi",<b>(119) Matematică-Informatică</b><br/>Limba română
NT,,,,,8.25,,,,,,,"<b>COLEGIUL NAȚIONAL ""ȘTEFAN CEL MARE"", ORAȘ TÂRGU NEAMȚ</b><br/>Real/Liceal/Zi",<b>(120) Ştiinţe ale Naturii</b><br/>Limba română
